text_idx,token,nltk_tag,broad_pos,fine_pos,functional_group,vader_score,shap_abs,shap_raw
4,slow --,NN,noun,noun — singular,noun,0.0,0.156656,-0.156656
4,"very ,",NN,noun,noun — singular,noun,0.0,0.1568,-0.1568
4,very,RB,adverb,adverb — base,intensifier,0.0,0.15678,-0.15678
4,slow,JJ,adjective,adj — base form,adj_neutral,0.0,0.158076,-0.158076
5,although,IN,stopword,preposition/subord. conj,function_word,0.0,0.002698,0.002698
5,laced,VBN,verb,verb — past participle,verb,0.0,0.002761,0.002761
5,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.00277,0.00277
5,humor,NN,noun,noun — singular,noun,0.2732,0.002784,0.002784
5,and,CC,stopword,coordinating conj,function_word,0.0,0.002782,0.002782
5,a,DT,stopword,determiner,function_word,0.0,0.000201,-0.000201
5,few,JJ,adjective,adj — base form,adj_neutral,0.0,0.000356,-0.000356
5,fanciful,JJ,adjective,adj — base form,adj_neutral,0.0,0.000245,-0.000245
5,"touches ,",NN,noun,noun — singular,noun,0.0,0.0003,-0.0003
5,the,DT,stopword,determiner,function_word,0.0,0.000267,-0.000267
5,film,NN,noun,noun — singular,noun,0.0,0.000253,-0.000253
5,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.000272,-0.000272
5,a,DT,stopword,determiner,function_word,0.0,0.000257,-0.000257
5,refreshingly,RB,adverb,adverb — base,intensifier,0.0,0.010889,0.010889
5,serious,JJ,adjective,adj — base form,adj_neutral,-0.0772,0.010353,0.010353
5,look,NN,noun,noun — singular,noun,0.0,0.0092,0.0092
5,at,IN,stopword,preposition/subord. conj,function_word,0.0,0.009203,0.009203
5,young,JJ,adjective,adj — base form,adj_neutral,0.0,0.002526,0.002526
5,women,NNS,noun,noun — plural,noun,0.0,0.002507,0.002507
6,a,DT,stopword,determiner,function_word,0.0,0.041805,-0.041805
6,sometimes,RB,adverb,adverb — base,adverb,0.0,0.035701,-0.035701
6,tedious,JJ,adjective,adj — base form,adj_neutral,0.0,0.92637,-0.92637
6,film,NN,noun,noun — singular,noun,0.0,0.066298,0.066298
7,or,CC,stopword,coordinating conj,function_word,0.0,0.035649,-0.035649
7,doing,VBG,verb,verb — gerund/present part,verb,0.0,0.035257,-0.035257
7,last,JJ,adjective,adj — base form,adj_neutral,0.0,0.03723,-0.03723
7,year ',NN,noun,noun — singular,noun,0.0,0.03395,-0.03395
7,s,NN,noun,noun — singular,noun,0.0,0.037589,-0.037589
7,taxes,NNS,noun,noun — plural,noun,0.0,0.225425,-0.225425
7,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.146624,-0.146624
7,your,PRP$,stopword,pronoun — possessive,function_word,0.0,0.128748,-0.128748
7,ex-,NN,noun,noun — singular,noun,0.0,0.130197,-0.130197
7,wife,NN,noun,noun — singular,noun,0.0,0.127236,-0.127236
8,you,PRP,stopword,pronoun — personal,function_word,0.0,0.042949,-0.042949
8,do,VBP,verb,verb — non-3rd present,verb,0.0,0.042939,-0.042939
8,n',NN,noun,noun — singular,noun,0.0,0.042904,-0.042904
8,t,NN,noun,noun — singular,noun,0.0,0.043018,-0.043018
8,have,VB,verb,verb — base form,verb,0.0,0.043245,-0.043245
8,to,TO,stopword,infinitive marker,function_word,0.0,0.042425,-0.042425
8,know,VB,verb,verb — base form,verb,0.0,0.042902,-0.042902
8,about,RB,adverb,adverb — base,adverb,0.0,0.042903,-0.042903
8,music,NN,noun,noun — singular,noun,0.0,0.039215,0.039215
8,to,TO,stopword,infinitive marker,function_word,0.0,0.039062,0.039062
8,appreciate,VB,verb,verb — base form,verb,0.4019,0.039176,0.039176
8,the,DT,stopword,determiner,function_word,0.0,0.039078,0.039078
8,film ',NN,noun,noun — singular,noun,0.0,0.038857,0.038857
8,s,NN,noun,noun — singular,noun,0.0,0.038841,0.038841
8,easygoing,VBG,verb,verb — gerund/present part,verb,0.3182,0.038854,0.038854
8,blend,NN,noun,noun — singular,noun,0.0,0.038996,0.038996
8,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.038898,0.038898
8,comedy,NN,noun,noun — singular,noun,0.3612,0.038913,0.038913
8,and,CC,stopword,coordinating conj,function_word,0.0,0.004856,0.004856
8,romance,NN,noun,noun — singular,noun,0.5574,0.004871,0.004871
9,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.031005,-0.031005
9,exactly,RB,adverb,adverb — base,adverb,0.0,0.030797,-0.030797
9,89,CD,other,cardinal number,other,0.0,0.031273,-0.031273
9,"minutes ,",NN,noun,noun — singular,noun,0.0,0.030716,-0.030716
9,most,JJS,adjective,adj — superlative,adj_neutral,0.0,0.031059,-0.031059
9,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.030997,-0.030997
9,which,WDT,stopword,wh-determiner,other,0.0,0.030882,-0.030882
9,passed,VBD,verb,verb — past tense,verb,0.0,0.031773,-0.031773
9,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.030957,-0.030957
9,slowly,RB,adverb,adverb — base,adverb,0.0,0.030641,-0.030641
9,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.031049,-0.031049
9,if,IN,stopword,preposition/subord. conj,function_word,0.0,0.031238,-0.031238
9,i ',NN,noun,noun — singular,noun,0.0,0.03072,-0.03072
9,d,NN,noun,noun — singular,noun,0.0,0.031163,-0.031163
9,been,VBN,verb,verb — past participle,verb,0.0,0.03098,-0.03098
9,sitting,VBG,verb,verb — gerund/present part,verb,0.0,0.030974,-0.030974
9,naked,VBN,verb,verb — past participle,verb,0.0,0.031511,-0.031511
9,on,IN,stopword,preposition/subord. conj,function_word,0.0,0.031225,-0.031225
9,an,DT,stopword,determiner,function_word,0.0,0.031539,-0.031539
9,"igloo ,",NN,noun,noun — singular,noun,0.0,0.031131,-0.031131
9,formula,NN,noun,noun — singular,noun,0.0,0.031904,-0.031904
9,51,CD,other,cardinal number,other,0.0,0.031073,-0.031073
9,sank,NN,noun,noun — singular,noun,0.0,0.034739,-0.034739
9,from,IN,stopword,preposition/subord. conj,function_word,0.0,0.030501,-0.030501
9,quirky,NN,noun,noun — singular,noun,0.0,0.032002,-0.032002
9,to,TO,stopword,infinitive marker,function_word,0.0,0.031901,-0.031901
9,jerky,VB,verb,verb — base form,verb,0.0,0.031448,-0.031448
9,to,TO,stopword,infinitive marker,function_word,0.0,0.031197,-0.031197
9,utter,JJ,adjective,adj — base form,adj_neutral,0.0,0.032021,-0.032021
9,turkey,NN,noun,noun — singular,noun,0.0,0.032288,-0.032288
10,the,DT,stopword,determiner,function_word,0.0,0.003754,0.003754
10,mesmerizing,NN,noun,noun — singular,noun,0.0,0.00375,0.00375
10,performances,NNS,noun,noun — plural,noun,0.0,0.003789,0.003789
10,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.003732,0.003732
10,the,DT,stopword,determiner,function_word,0.0,0.003762,0.003762
10,leads,NNS,noun,noun — plural,noun,0.0,0.003751,0.003751
10,keep,VB,verb,verb — base form,verb,0.0,0.003739,0.003739
10,the,DT,stopword,determiner,function_word,0.0,0.003744,0.003744
10,film,NN,noun,noun — singular,noun,0.0,0.003798,0.003798
10,grounded,VBD,verb,verb — past tense,verb,0.0,0.003775,0.003775
10,and,CC,stopword,coordinating conj,function_word,0.0,0.00378,0.00378
10,keep,VB,verb,verb — base form,verb,0.0,0.003752,0.003752
10,the,DT,stopword,determiner,function_word,0.0,0.003729,0.003729
10,audience,NN,noun,noun — singular,noun,0.0,0.003782,0.003782
10,riveted,VBD,verb,verb — past tense,verb,0.0,0.003724,0.003724
11,it,PRP,stopword,pronoun — personal,function_word,0.0,0.03968,-0.03968
11,takes,VBZ,verb,verb — 3rd person present,verb,0.0,0.039674,-0.039674
11,a,DT,stopword,determiner,function_word,0.0,0.039651,-0.039651
11,strange,JJ,adjective,adj — base form,adj_negative,-0.2023,0.03951,-0.03951
11,kind,NN,noun,noun — singular,noun,0.5267,0.039694,-0.039694
11,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.039889,-0.039889
11,laziness,NN,noun,noun — singular,noun,0.0,0.039982,-0.039982
11,to,TO,stopword,infinitive marker,function_word,0.0,0.039646,-0.039646
11,waste,VB,verb,verb — base form,verb,-0.4215,0.053161,-0.053161
11,the,DT,stopword,determiner,function_word,0.0,0.030828,-0.030828
11,talents,NNS,noun,noun — plural,noun,0.4588,0.038854,-0.038854
11,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.038982,-0.038982
11,robert,NN,noun,noun — singular,noun,0.0,0.039407,-0.039407
11,"forster ,",NN,noun,noun — singular,noun,0.0,0.039439,-0.039439
11,anne,NN,noun,noun — singular,noun,0.0,0.039502,-0.039502
11,"meara ,",NN,noun,noun — singular,noun,0.0,0.03937,-0.03937
11,eugene,NN,noun,noun — singular,noun,0.0,0.039434,-0.039434
11,"levy ,",NN,noun,noun — singular,noun,0.0,0.039407,-0.039407
11,and,CC,stopword,coordinating conj,function_word,0.0,0.039465,-0.039465
11,reginald,VB,verb,verb — base form,verb,0.0,0.026689,-0.026689
11,veljohnson,NN,noun,noun — singular,noun,0.0,0.026547,-0.026547
11,all,DT,stopword,determiner,function_word,0.0,0.026652,-0.026652
11,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.026607,-0.026607
11,the,DT,stopword,determiner,function_word,0.0,0.026698,-0.026698
11,same,JJ,adjective,adj — base form,adj_neutral,0.0,0.026657,-0.026657
11,movie,NN,noun,noun — singular,noun,0.0,0.026878,-0.026878
12,...,:,other,other (:),other,0.0,0.06151,-0.06151
12,the,DT,stopword,determiner,function_word,0.0,0.061524,-0.061524
12,film,NN,noun,noun — singular,noun,0.0,0.061678,-0.061678
12,suffers,NNS,noun,noun — plural,noun,-0.4767,0.062142,-0.062142
12,from,IN,stopword,preposition/subord. conj,function_word,0.0,0.061643,-0.061643
12,a,DT,stopword,determiner,function_word,0.0,0.061568,-0.061568
12,lack,NN,noun,noun — singular,noun,-0.3182,0.062173,-0.062173
12,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.061531,-0.061531
12,humor (,NN,noun,noun — singular,noun,0.2732,0.056215,-0.056215
12,something,NN,noun,noun — singular,noun,0.0,0.056041,-0.056041
12,needed,VBN,verb,verb — past participle,verb,0.0,0.056064,-0.056064
12,to,TO,stopword,infinitive marker,function_word,0.0,0.056119,-0.056119
12,balance,VB,verb,verb — base form,verb,0.0,0.056099,-0.056099
12,out,RP,other,particle,other,0.0,0.056086,-0.056086
12,the,DT,stopword,determiner,function_word,0.0,0.056106,-0.056106
12,violence,NN,noun,noun — singular,noun,-0.6249,0.056124,-0.056124
13,we,PRP,stopword,pronoun — personal,function_word,0.0,0.113576,0.113576
13,root,VBP,verb,verb — non-3rd present,verb,0.0,0.009285,-0.009285
13,for (,NN,noun,noun — singular,noun,0.0,0.004311,0.004311
13,clara,NN,noun,noun — singular,noun,0.0,0.074313,0.074313
13,and,CC,stopword,coordinating conj,function_word,0.0,0.033159,0.033159
13,"paul ) ,",NN,noun,noun — singular,noun,0.0,0.059476,0.059476
13,even,RB,adverb,adverb — base,adverb,0.0,0.008916,-0.008916
13,like,IN,stopword,preposition/subord. conj,function_word,0.3612,0.212694,0.212694
13,"them ,",NN,noun,noun — singular,noun,0.0,0.092738,-0.092738
13,though,IN,stopword,preposition/subord. conj,function_word,0.0,0.053042,-0.053042
13,perhaps,RB,adverb,adverb — base,adverb,0.0,0.000484,0.000484
13,it ',NN,noun,noun — singular,noun,0.0,0.172938,-0.172938
13,s,NN,noun,noun — singular,noun,0.0,0.008838,0.008838
13,an,DT,stopword,determiner,function_word,0.0,0.016757,-0.016757
13,emotion,NN,noun,noun — singular,noun,0.0,0.080946,0.080946
13,closer,NN,noun,noun — singular,noun,0.0,0.049849,-0.049849
13,to,TO,stopword,infinitive marker,function_word,0.0,0.099848,-0.099848
13,pity,NN,noun,noun — singular,noun,-0.296,0.713159,-0.713159
14,even,RB,adverb,adverb — base,adverb,0.0,0.040523,-0.040523
14,horror,NN,noun,noun — singular,noun,-0.5719,0.040533,-0.040533
14,fans,NNS,noun,noun — plural,noun,0.0,0.040535,-0.040535
14,will,MD,verb,verb — modal,modal,0.0,0.040546,-0.040546
14,most,VB,verb,verb — base form,verb,0.0,0.040554,-0.040554
14,likely,RB,adverb,adverb — base,adverb,0.0,0.040562,-0.040562
14,not,RB,adverb,adverb — base,negation,0.0,0.040553,-0.040553
14,find,VB,verb,verb — base form,verb,0.0,0.040539,-0.040539
14,what,WP,stopword,wh-pronoun,other,0.0,0.040833,-0.040833
14,they ',NN,noun,noun — singular,noun,0.0,0.040799,-0.040799
14,re,NN,noun,noun — singular,noun,0.0,0.040757,-0.040757
14,seeking,VBG,verb,verb — gerund/present part,verb,0.0,0.040786,-0.040786
14,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.040782,-0.040782
14,trouble,NN,noun,noun — singular,noun,-0.4019,0.040763,-0.040763
14,every,DT,stopword,determiner,function_word,0.0,0.040792,-0.040792
14,day ;,NN,noun,noun — singular,noun,0.0,0.040808,-0.040808
14,the,DT,stopword,determiner,function_word,0.0,0.153463,0.153463
14,movie,NN,noun,noun — singular,noun,0.0,0.153424,0.153424
14,lacks,VBZ,verb,verb — 3rd person present,verb,0.0,0.84121,-0.84121
14,both,DT,stopword,determiner,function_word,0.0,0.156208,0.156208
14,thrills,NNS,noun,noun — plural,noun,0.3612,0.156477,0.156477
14,and,CC,stopword,coordinating conj,function_word,0.0,0.035175,-0.035175
14,humor,NN,noun,noun — singular,noun,0.2732,0.035015,-0.035015
15,a,DT,stopword,determiner,function_word,0.0,0.003543,0.003543
15,"gorgeous ,",NN,noun,noun — singular,noun,0.6124,0.003568,0.003568
15,high-,NN,noun,noun — singular,noun,0.0,0.003531,0.003531
15,spirited,NN,noun,noun — singular,noun,0.3182,0.003533,0.003533
15,musical,JJ,adjective,adj — base form,adj_neutral,0.0,0.003547,0.003547
15,from,IN,stopword,preposition/subord. conj,function_word,0.0,0.003505,0.003505
15,india,NN,noun,noun — singular,noun,0.0,0.003507,0.003507
15,that,WDT,stopword,wh-determiner,other,0.0,0.003541,0.003541
15,exquisitely,RB,adverb,adverb — base,adverb,0.0,0.003503,0.003503
15,blends,VBZ,verb,verb — 3rd person present,verb,0.0,0.00353,0.00353
15,"music ,",NN,noun,noun — singular,noun,0.0,0.003513,0.003513
15,"dance ,",NN,noun,noun — singular,noun,0.0,0.003505,0.003505
15,"song ,",NN,noun,noun — singular,noun,0.0,0.00353,0.00353
15,and,CC,stopword,coordinating conj,function_word,0.0,0.003532,0.003532
15,high,JJ,adjective,adj — base form,adj_neutral,0.0,0.003528,0.003528
15,drama,NN,noun,noun — singular,noun,0.0,0.003512,0.003512
16,the,DT,stopword,determiner,function_word,0.0,0.022164,0.022164
16,emotions,NNS,noun,noun — plural,noun,0.0,0.024437,0.024437
16,are,VBP,verb,verb — non-3rd present,verb,0.0,0.022337,0.022337
16,raw,JJ,adjective,adj — base form,adj_neutral,0.0,0.023483,0.023483
16,and,CC,stopword,coordinating conj,function_word,0.0,0.017007,0.017007
16,will,MD,verb,verb — modal,modal,0.0,0.004364,-0.004364
16,strike,VB,verb,verb — base form,verb,-0.128,0.004248,-0.004248
16,a,DT,stopword,determiner,function_word,0.0,0.004455,-0.004455
16,nerve,NN,noun,noun — singular,noun,0.0,0.004417,-0.004417
16,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.004488,-0.004488
16,anyone,NN,noun,noun — singular,noun,0.0,0.004649,-0.004649
16,who ',NN,noun,noun — singular,noun,0.0,0.004236,-0.004236
16,s,NN,noun,noun — singular,noun,0.0,0.004233,-0.004233
16,ever,RB,adverb,adverb — base,adverb,0.0,0.004456,-0.004456
16,had,VBD,verb,verb — past tense,verb,0.0,0.004694,-0.004694
16,family,NN,noun,noun — singular,noun,0.0,0.004405,-0.004405
16,trauma,NN,noun,noun — singular,noun,-0.4215,0.004822,-0.004822
17,audrey,NN,noun,noun — singular,noun,0.0,0.001878,0.001878
17,tatou,NN,noun,noun — singular,noun,0.0,0.001871,0.001871
17,has,VBZ,verb,verb — 3rd person present,verb,0.0,0.001879,0.001879
17,a,DT,stopword,determiner,function_word,0.0,0.001841,0.001841
17,knack,NN,noun,noun — singular,noun,0.0,0.001887,0.001887
17,for,IN,stopword,preposition/subord. conj,function_word,0.0,0.00187,0.00187
17,picking,VBG,verb,verb — gerund/present part,verb,0.0,0.001844,0.001844
17,roles,NNS,noun,noun — plural,noun,0.0,0.001874,0.001874
17,that,WDT,stopword,wh-determiner,other,0.0,0.001878,0.001878
17,magnify,VBP,verb,verb — non-3rd present,verb,0.0,0.001886,0.001886
17,her,PRP$,stopword,pronoun — possessive,function_word,0.0,0.001873,0.001873
17,outrageous,JJ,adjective,adj — base form,adj_negative,-0.4588,0.001885,0.001885
17,"charm ,",NN,noun,noun — singular,noun,0.4019,0.001897,0.001897
17,and,CC,stopword,coordinating conj,function_word,0.0,0.001903,0.001903
17,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.001894,0.001894
17,this,DT,stopword,determiner,function_word,0.0,0.001928,0.001928
17,literate,JJ,adjective,adj — base form,adj_neutral,0.0,0.001862,0.001862
17,french,JJ,adjective,adj — base form,adj_neutral,0.0,0.00185,0.00185
17,"comedy ,",NN,noun,noun — singular,noun,0.3612,0.001972,0.001972
17,she ',NN,noun,noun — singular,noun,0.0,0.001879,0.001879
17,s,NN,noun,noun — singular,noun,0.0,0.001841,0.001841
17,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.001842,0.001842
17,morning-,NN,noun,noun — singular,noun,0.0,0.00184,0.00184
17,glory,NN,noun,noun — singular,noun,0.5423,0.001849,0.001849
17,exuberant,NN,noun,noun — singular,noun,0.5859,0.001955,0.001955
17,as,IN,stopword,preposition/subord. conj,function_word,0.0,0.001893,0.001893
17,she,PRP,stopword,pronoun — personal,function_word,0.0,0.001856,0.001856
17,was,VBD,verb,verb — past tense,verb,0.0,0.001849,0.001849
17,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.001843,0.001843
17,amélie,NN,noun,noun — singular,noun,0.0,0.00189,0.00189
18,...,:,other,other (:),other,0.0,0.024222,-0.024222
18,the,DT,stopword,determiner,function_word,0.0,0.024316,-0.024316
18,movie,NN,noun,noun — singular,noun,0.0,0.024358,-0.024358
18,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.024896,-0.024896
18,just,RB,adverb,adverb — base,adverb,0.0,0.169056,-0.169056
18,a,DT,stopword,determiner,function_word,0.0,0.168921,-0.168921
18,plain,NN,noun,noun — singular,noun,0.0,0.168951,-0.168951
18,old,JJ,adjective,adj — base form,adj_neutral,0.0,0.169026,-0.169026
18,monster,NN,noun,noun — singular,noun,0.0,0.16883,-0.16883
19,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.047476,-0.047476
19,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.047325,-0.047325
19,best,JJS,adjective,adj — superlative,adj_positive,0.6369,0.046992,-0.046992
19,"moments ,",NN,noun,noun — singular,noun,0.0,0.047226,-0.047226
19,resembles,VBZ,verb,verb — 3rd person present,verb,0.0,0.069423,-0.069423
19,a,DT,stopword,determiner,function_word,0.0,0.06941,-0.06941
19,bad,JJ,adjective,adj — base form,adj_negative,-0.5423,0.0751,-0.0751
19,high,JJ,adjective,adj — base form,adj_neutral,0.0,0.07097,-0.07097
19,school,NN,noun,noun — singular,noun,0.0,0.058673,-0.058673
19,production,NN,noun,noun — singular,noun,0.0,0.058641,-0.058641
19,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.058455,-0.058455
19,"grease ,",NN,noun,noun — singular,noun,0.0,0.058453,-0.058453
19,without,IN,stopword,preposition/subord. conj,negation,0.0,0.058866,-0.058866
19,benefit,NN,noun,noun — singular,noun,0.4588,0.058325,-0.058325
19,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.05846,-0.05846
19,song,NN,noun,noun — singular,noun,0.0,0.058519,-0.058519
20,pumpkin,NN,noun,noun — singular,noun,0.0,0.110351,0.110351
20,takes,VBZ,verb,verb — 3rd person present,verb,0.0,0.000481,0.000481
20,an,DT,stopword,determiner,function_word,0.0,0.116482,0.116482
20,admirable,JJ,adjective,adj — base form,adj_positive,0.5574,0.138019,0.138019
20,look,NN,noun,noun — singular,noun,0.0,0.077837,0.077837
20,at,IN,stopword,preposition/subord. conj,function_word,0.0,0.074172,0.074172
20,the,DT,stopword,determiner,function_word,0.0,0.039484,0.039484
20,hypocrisy,NN,noun,noun — singular,noun,0.0,0.080954,0.080954
20,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.106348,0.106348
20,political,JJ,adjective,adj — base form,adj_neutral,0.0,0.07932,0.07932
20,"correctness ,",NN,noun,noun — singular,noun,0.0,0.054208,0.054208
20,but,CC,stopword,coordinating conj,function_word,0.0,0.820492,-0.820492
20,it,PRP,stopword,pronoun — personal,function_word,0.0,0.261377,-0.261377
20,does,VBZ,verb,verb — 3rd person present,verb,0.0,0.074211,0.074211
20,so,RB,adverb,adverb — base,adverb,0.0,0.018098,-0.018098
20,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.01072,0.01072
20,such,JJ,adjective,adj — base form,adj_neutral,0.0,0.000142,-0.000142
20,an,DT,stopword,determiner,function_word,0.0,0.085031,0.085031
20,uneven,JJ,adjective,adj — base form,adj_neutral,0.0,0.801148,-0.801148
20,tone,NN,noun,noun — singular,noun,0.0,0.045633,-0.045633
20,that,WDT,stopword,wh-determiner,other,0.0,0.016317,0.016317
20,you,PRP,stopword,pronoun — personal,function_word,0.0,0.028272,0.028272
20,never,RB,adverb,adverb — base,negation,0.0,0.04263,-0.04263
20,know,VBP,verb,verb — non-3rd present,verb,0.0,0.046939,0.046939
20,when,WRB,other,wh-adverb,other,0.0,0.003476,0.003476
20,humor,NN,noun,noun — singular,noun,0.2732,0.006691,-0.006691
20,ends,VBZ,verb,verb — 3rd person present,verb,0.0,0.035927,-0.035927
20,and,CC,stopword,coordinating conj,function_word,0.0,0.001115,-0.001115
20,tragedy,NN,noun,noun — singular,noun,-0.6597,0.009051,0.009051
20,begins,NNS,noun,noun — plural,noun,0.0,0.000747,0.000747
21,the,DT,stopword,determiner,function_word,0.0,0.001,-0.001
21,iditarod,NN,noun,noun — singular,noun,0.0,0.001074,-0.001074
21,lasts,VBZ,verb,verb — 3rd person present,verb,0.0,0.013888,-0.013888
21,for,IN,stopword,preposition/subord. conj,function_word,0.0,0.028875,-0.028875
21,days -,NN,noun,noun — singular,noun,0.0,0.270063,-0.270063
21,this,DT,stopword,determiner,function_word,0.0,0.389833,-0.389833
21,just,RB,adverb,adverb — base,adverb,0.0,0.225925,-0.225925
21,felt,VBN,verb,verb — past participle,verb,0.0,0.04024,-0.04024
21,like,IN,stopword,preposition/subord. conj,function_word,0.3612,0.038263,-0.038263
21,it,PRP,stopword,pronoun — personal,function_word,0.0,0.067314,0.067314
21,did,VBD,verb,verb — past tense,verb,0.0,0.015091,0.015091
22,holden,JJ,adjective,adj — base form,adj_neutral,0.0,0.109262,0.109262
22,caulfield,NN,noun,noun — singular,noun,0.0,0.338785,0.338785
22,did,VBD,verb,verb — past tense,verb,0.0,0.124982,-0.124982
22,it,PRP,stopword,pronoun — personal,function_word,0.0,0.187543,-0.187543
22,better,RBR,adverb,adverb — comparative,adverb,0.4404,0.280896,-0.280896
23,a,DT,stopword,determiner,function_word,0.0,0.004042,0.004042
23,delectable,JJ,adjective,adj — base form,adj_positive,0.5994,0.004056,0.004056
23,and,CC,stopword,coordinating conj,function_word,0.0,0.004035,0.004035
23,intriguing,JJ,adjective,adj — base form,adj_neutral,0.0,0.004052,0.004052
23,thriller,NN,noun,noun — singular,noun,0.1027,0.004054,0.004054
23,filled,VBN,verb,verb — past participle,verb,0.0,0.00405,0.00405
23,with,IN,stopword,preposition/subord. conj,function_word,0.0,0.004044,0.004044
23,"surprises ,",NN,noun,noun — singular,noun,0.2263,0.004013,0.004013
23,read,VB,verb,verb — base form,verb,0.0,0.004004,0.004004
23,my,PRP$,stopword,pronoun — possessive,function_word,0.0,0.004003,0.004003
